title,Author,genre,language,level,pictures
Disney Mickey Mouse Clubhouse - I'm Ready to Read With Mickey Sound Book - Play-a-Sound - PI Kids,Jennifer H. Keast,Play-a-Sound   Clubhouse,English,156,TRUE
The How to Draw Book for Kids: A Simple Step-by-Step Guide to Drawing Cute and Silly Things,Jacy Corral,Step-by-Step   Drawing,English,73,TRUE
Just Ask!: Be Different   Be Brave   Be You,Sonia Sotomayor,Different     Brave  ,English,44,TRUE
Little Green Box of Bright and Early Board Books (Bright & Early Board Books(TM)),Dr. Seuss,Books(TM))   (Bright,English,0,TRUE
Princeton Review AP U.S. History Premium Prep   2021: 6 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,Preparation)   Strategies,English,66,TRUE
Finn and the Intergalactic Lunchbox (The Finniverse series),Michael Buckley,Intergalactic   Finniverse,English,990,FALSE
The Dinosaur Book,DK,Dinosaur   Book,English,459,TRUE
Brain Quest Workbook: Grade 4,Barbara Gregorich,Workbook:   Brain,English,486,TRUE
Britannica All New Kids' Encyclopedia: What We Know & What We Don't,Christopher Lloyd,Encyclopedia:   Britannica,English,512,TRUE
Mercy Watson Boxed Set: Adventures of a Porcine Wonder,Kate DiCamillo,Adventures   Porcine,English,75,TRUE
Look   Look!,Peter Linenthal,Look!   Look  ,English,0,TRUE
Narwhal and Jelly Box Set (Books 1   2   3   AND Poster) (A Narwhal and Jelly Book),Ben Clanton,Narwhal   Narwhal,English,342,TRUE
Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),Jeff Kinney,(Diary   Diary,English,8,TRUE
Poke-a-Dot: 10 Little Monkeys,LLC Melissa & Doug,Poke-a-Dot:   Monkeys,English,130,TRUE
Nickelodeon - Paw Patrol Me Reader Electronic Reader and 8 Sound Book Library - Great Alternative to Toys for Christmas - PI Kids,Editors of Phoenix International Publications,Alternative   Nickelodeon,English,190,TRUE
Investing for Kids: How to Save   Invest and Grow Money,Dylin Redling,Investing   Invest,English,536,TRUE
The Feelings Book (Revised): The Care and Keeping of Your Emotions,Lynda Madison,(Revised):   Feelings,English,477,TRUE
Dream Big   Little One (Vashti Harrison),Vashti Harrison,Harrison)   (Vashti,English,0,TRUE
Class Act,Jerry Craft,Class   Act,English,160,TRUE
Six of Crows Boxed Set: Six of Crows   Crooked Kingdom,Leigh Bardugo,Kingdom   Crooked,English,1056,FALSE
There is a Bird on Your Head! (An Elephant and Piggie Book),Mo Willems,Elephant   Piggie,English,189,TRUE
The Hidden Kingdom (Wings of Fire Graphic Novel #3): A Graphix Book,Tui T. Sutherland,Graphix   Kingdom,English,560,TRUE
Pete the Cat 12-Book Phonics Fun!: Includes 12 Mini-Books Featuring Short and Long Vowel Sounds (My First I Can Read),James Dean,Mini-Books   Featuring,English,24,TRUE
Polar Bear   Polar Bear   What Do You Hear? (Brown Bear and Friends),Bill Martin Jr.,Friends)   (Brown,English,174,TRUE
Drama,Raina Telgemeier,Drama,English,980,FALSE
School Zone - Big First Grade Workbook - Ages 6 to 7   1st Grade   Beginning Reading   Parts of Speech   Basic Math   Word Problems   Time   Money   Fractions   and More (School Zone Big Workbook Series),School Zone,Fractions     Beginning,English,364,TRUE
Hunger Games 4-book Hardcover Box Set (The Hunger Games   Catching Fire   Mockingjay   The Ballad of Songbirds and Snakes),Suzanne Collins,Mockingjay     Hardcover,English,564,TRUE
Think Big   Little One (Vashti Harrison),Vashti Harrison,Harrison)   (Vashti,English,0,TRUE
Dot To Dot Books For Kids Ages 4-8: 101 Fun Connect The Dots Books for Kids Age 3   4   5   6   7   8 | Easy Kids Dot To Dot Books Ages 4-6 3-8 3-5 6-8 (Boys & Girls Connect The Dots Activity Books),Jennifer L. Trace,Activity   Connect,English,62,TRUE
Warriors: Power of Three Box Set: Volumes 1 to 6,Erin Hunter,Warriors:   Volumes,English,240,TRUE
Brown Girl Dreaming,Jacqueline Woodson,Dreaming   Brown,English,210,TRUE
The Lorax (Classic Seuss),Dr. Seuss,(Classic   Seuss),English,340,TRUE
The Dinky Donkey,Craig Smith,Donkey   Dinky,English,138,TRUE
You're My Little Cuddle Bug,Nicola Edwards,Cuddle   You're,English,0,TRUE
Big Shark   Little Shark (Step into Reading),Anna Membrino,Reading)   Shark  ,English,332,TRUE
The Spider Who Saved Christmas,Raymond Arroyo,Christmas   Spider,English,168,TRUE
Lift-the-Flap Tab: Trucks (Lift-the-Flap Tab Books),Roger Priddy,(Lift-the-Flap   Lift-the-Flap,English,94,TRUE
Constellations for Kids: An Easy Guide to Discovering the Stars,Kelsey Johnson,Constellations   Discovering,English,396,TRUE
Mr. Popper's Penguins,Richard Atwater,Penguins   Popper's,English,744,FALSE
All Are Welcome,Alexandra Penfold,Welcome   All,English,388,TRUE
The Bad Guys in the Baddest Day Ever (The Bad Guys #10) (10),Aaron Blabey,Baddest   Guys,English,385,TRUE
Let the Children March,Monica Clark-Robinson,Children   March,English,210,TRUE
Inside Out and Back Again,Thanhha Lai,Inside   Again,English,440,TRUE
The Poison Jungle (Wings of Fire   Book 13),Tui T. Sutherland,(Wings   Poison,English,48,TRUE
There Was an Old Lady Who Swallowed a Rose!,Lucille Colandro,Swallowed   There,English,165,TRUE
Kane Chronicles   The Paperback Box Set (The Kane Chronicles Box Set with Graphic Novel Sampler),Rick Riordan,Chronicles     Chronicles,English,760,FALSE
Smile,Raina Telgemeier,Smile,English,464,TRUE
Boynton's Greatest Hits The Big Blue Box: Moo   Baa   La La La!; A to Z; Doggies; Blue Hat   Green Hat (Boynton Board Books),Sandra Boynton,Boynton's   Greatest,English,4,TRUE
Junie B. Jones's Second Boxed Set Ever! (Books 5-8),Barbara Park,Jones's   Second,English,168,TRUE
Hug Machine,Scott Campbell,Machine   Hug,English,88,TRUE
Humble Math - 100 Days of Timed Tests: Addition and Subtraction: Grades K-2   Math Drills   Digits 0-20   Reproducible Practice Problems,Humble Math,Reproducible   Subtraction:,English,290,TRUE
Everything You Need to Ace World History in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks),Workman Publishing,Notebooks)   Everything,English,264,TRUE
My Little Golden Book About Martin Luther King Jr.,Bonnie Bader,Luther   Little,English,118,TRUE
Lots of Knock-Knock Jokes for Kids,Whee Winn,Knock-Knock   Jokes,English,186,TRUE
The Blue Book of Grammar and Punctuation: An Easy-to-Use Guide with Clear Rules   Real-World Examples   and Reproducible Quizzes,Jane Straus,Reproducible   Punctuation:,English,30,TRUE
Human Body! (Knowledge Encyclopedias),DK,Encyclopedias)   (Knowledge,English,441,TRUE
ABC & 123 Learning Songs: Interactive Children's Sound Book (11 Button Sound) (Early Bird Song),Scarlett Wing,Interactive   Children's,English,0,TRUE
It's Not the Stork!: A Book About Girls   Boys   Babies   Bodies   Families and Friends (The Family Library),Robie H. Harris,Library)   Families,English,292,TRUE
Minecraft: Guide Collection 4-Book Boxed Set: Exploration; Creative; Redstone; The Nether & the End,Mojang Ab,Exploration;   Minecraft:,English,272,TRUE
Gone to the Woods: Surviving a Lost Childhood,Gary Paulsen,Childhood   Surviving,English,456,TRUE
12 Beloved Disney Classic Little Golden Books (Disney Classic),Various,Classic)   Beloved,English,80,TRUE
The Art of Mandala: Adult Coloring Book Featuring Beautiful Mandalas Designed to Soothe the Soul,Jason Hamilton,Beautiful   Featuring,English,25,TRUE
Five Feet Apart,Rachael Lippincott,Apart   Five,English,792,FALSE
P Is for Pterodactyl: The Worst Alphabet Book Ever,Raj Haldar,Pterodactyl:   Alphabet,English,212,TRUE
Here We Are: Notes for Living on Planet Earth,Oliver Jeffers,Planet   Living,English,60,TRUE
My First Touch and Feel Picture Cards: Animals (My 1st T&F Picture Cards),DK,Picture   Picture,English,11,TRUE
Little Blue Truck's Christmas,Alice Schertle,Christmas   Truck's,English,0,TRUE
Flash Cards: Sight Words,Scholastic Teacher Resources,Cards:   Flash,English,304,TRUE
Fox in Socks (Beginner Books),Dr. Seuss,(Beginner   Books),English,201,TRUE
Easy Keyboard and Piano Pieces: 30 Easy-to-play Pieces for Beginners,John Jester,Easy-to-play   Beginners,English,294,TRUE
Don't Let the Pigeon Drive the Bus!,Mo Willems,Pigeon   Don't,English,122,TRUE
Super Girl Mindset Coloring Book: What Should Darla Do? (The Power to Choose),Ganit Levy,Coloring   Mindset,English,1,TRUE
Indestructibles: Hello   Farm!: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies   Newborn Books   Safe to Chew),Maddie Frost,Indestructibles:   Nontoxic,English,0,TRUE
Trace Letters Of The Alphabet and Sight Words (On The Go): Preschool Practice Handwriting Workbook: Pre K   Kindergarten and Kids Ages 3-5 Reading And Writing,Modern Kid Press,Kindergarten   Handwriting,English,24,TRUE
The Bad Guys in The Big Bad Wolf (The Bad Guys #9) (9),Aaron Blabey,Guys   Guys,English,133,TRUE
Sisters,Raina Telgemeier,Sisters,English,224,TRUE
Scythe (1) (Arc of a Scythe),Neal Shusterman,Scythe)   Scythe,English,408,TRUE
The Bad Guys in Do-You-Think-He-Saurus?!: Special Edition (The Bad Guys #7) (7),Aaron Blabey,Do-You-Think-He-Saurus?!:   Special,English,105,TRUE
My First Guitar: Learn To Play: Kids,Ben Parker,Guitar:   First,English,744,FALSE
A Graphix Book: Wings of Fire Graphic Novel #1: The Dragonet Prophecy,Tui T. Sutherland,Prophecy   Dragonet,English,256,TRUE
My Magical Choices (The Magic of Me Series),Becky Cummings,Series)   Magical,English,33,TRUE
Captain Underpants: 10 Book Set,Dav Pilkey,Underpants:   Captain,English,445,TRUE
The Snail and the Whale,Julia Donaldson,Whale   Snail,English,18,TRUE
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,(Diary   School,English,296,TRUE
Cozy,Jan Brett,Cozy,English,0,TRUE
Black & White Board Book,Tana Hoban,Board   Black,English,0,TRUE
Little Feminist Board Book Set,Mudpuppy,Feminist   Little,English,0,TRUE
Matilda,Roald Dahl,Matilda,English,504,TRUE
Mazes For Kids Ages 4-8: Maze Activity Book | 4-6   6-8 | Workbook for Games   Puzzles   and Problem-Solving,Activity Nest,Problem-Solving   Activity,English,312,TRUE
The Night Before Valentine's Day,Natasha Wing,Valentine's   Before,English,132,TRUE
Bedtime Songs: 11-Button Interactive Children's Sound Book (Early Bird Song),Scarlett Wing,Interactive   Children's,English,0,TRUE
Nightfall (6) (Keeper of the Lost Cities),Shannon Messenger,Nightfall   (Keeper,English,336,TRUE
Little Owl's Snow,Divya Srinivasan,Little   Owl's,English,105,TRUE
Legacy (8) (Keeper of the Lost Cities),Shannon Messenger,Cities)   (Keeper,English,176,TRUE
The Disney Princess Cookbook,Disney Book Group,Cookbook   Princess,English,492,TRUE
The Edge of Great (Julie and the Phantoms   Season One Novelization),Micol Ostow,Novelization)   Phantoms  ,English,608,TRUE
Theodore Boone 6-Book Box Set,John Grisham,Theodore   6-Book,English,432,TRUE
The 50 States: Explore the U.S.A. with 50 fact-filled maps!,Gabrielle Balkan,fact-filled   States:,English,490,TRUE
Ghost Boys,Jewell Parker Rhodes,Ghost   Boys,English,170,TRUE
Hello   Baby Animals: A High-Contrast Book,duopress,High-Contrast   Animals:,English,0,TRUE
School Zone - Get Ready Flash Cards Alphabet & Numbers 2 Pack - Ages 4 to 6   Preschool to Kindergarten   ABCs   Uppercase and Lowercase Letters   Numbers 1-100   Counting   and More,School Zone,Kindergarten     Preschool,English,15,TRUE
All Because You Matter,Tami Charles,Because   Matter,English,80,TRUE
Bob Books Set 3- Word Families,Bobby Lynn Maslen,Families   Books,English,348,TRUE
Indestructibles: Baby Animals: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies   Newborn Books   Safe to Chew),Stephan Lomp,Indestructibles:   Animals:,English,0,TRUE
Beginner Guitar Lessons for Kids Book: with Online Video and Audio Access,Jay Wamsted,Beginner   Lessons,English,712,FALSE
The Pigeon HAS to Go to School!,Mo Willems,School!   Pigeon,English,273,TRUE
It's So Amazing!: A Book about Eggs   Sperm   Birth   Babies   and Families (The Family Library),Robie H. Harris,Amazing!:   Families,English,581,TRUE
The Reading Lesson: Teach Your Child to Read in 20 Easy Lessons,Michael Levin MD,Lessons   Reading,English,67,TRUE
World of Reading Marvel Meet the Super Heroes! (Pre-Level 1 Boxed Set),Marvel Press Book Group,(Pre-Level   Reading,English,111,TRUE
Wayside School Boxed Set: Wayside School Gets a Little Stranger   Wayside School is Falling Down   Sideway Stories from Wayside School,Louis Sachar,Stranger     Wayside,English,304,TRUE
Awesome Jokes That Every 8 Year Old Should Know!: Hundreds of rib ticklers   tongue twisters and side splitters,Mat Waugh,splitters   ticklers  ,English,483,TRUE
I am Brave: A Little Book about Martin Luther King   Jr. (Ordinary People Change the World),Brad Meltzer,(Ordinary   Brave:,English,74,TRUE
Ninja Life Hacks Growth Mindset 8 Book Box Set (Books 9-16: Perfect   Money   Anxious   Gritty   Dishonest   Shy   Unplugged   Diversity),Mary Nhin,Diversity)   Dishonest  ,English,55,TRUE
The Maze Runner (Book 1),James Dashner,Runner   (Book,English,24,TRUE
The Westing Game (Puffin Modern Classics),Ellen Raskin,Classics)   Westing,English,616,TRUE
Goodnight   Goodnight Construction Site (Board Book for Toddlers   Children's Board Book),Sherri Duskey Rinker,Construction   Goodnight  ,English,146,TRUE
The Young Adventurer's Collection [Dungeons & Dragons 4-Book Boxed Set]: Monsters & Creatures   Warriors & Weapons   Dungeons & Tombs   and Wizards & Spells (Dungeons & Dragons Young Adventurer's Guides),Jim Zub,Adventurer's   Adventurer's,English,528,TRUE
Wherever You Are: My Love Will Find You,Nancy Tillman,Wherever   Are:,English,132,TRUE
There's a Bear on My Chair,Ross Collins,There's   Chair,English,54,TRUE
Flash Cards: Numbers 0 - 100,Scholastic Teacher Resources,Numbers   Cards:,English,60,TRUE
National Geographic Little Kids First Big Book of Space (National Geographic Little Kids First Big Books),Catherine D. Hughes,Geographic   Geographic,English,88,TRUE
The Incredible Adventures of Rush Revere: Rush Revere and the Brave Pilgrims; Rush Revere and the First Patriots; Rush Revere and the American ... Banner; Rush Revere and the Presidency,Rush Limbaugh,Presidency   Incredible,English,36,TRUE
The Fascinating Animal Book for Kids: 500 Wild Facts!,Ginjer Clarke,Fascinating   Animal,English,558,TRUE
Alexander and the Terrible   Horrible   No Good   Very Bad Day,Judith Viorst,Horrible     Alexander,English,354,TRUE
Front Desk (Scholastic Gold),Kelly Yang,(Scholastic   Front,English,320,TRUE
A Light in the Attic Special Edition with 12 Extra Poems,Shel Silverstein,Edition   Special,English,180,TRUE
Crenshaw,Katherine Applegate,Crenshaw,English,16,TRUE
Fritz the Farting Reindeer: A Story About a Reindeer Who Farts,Humor Heals Us,Reindeer:   Reindeer,English,14,TRUE
Diary of a Minecraft Zombie Book 1: A Scare of A Dare,Zack Zombie,Minecraft   Zombie,English,198,TRUE
Flashback (7) (Keeper of the Lost Cities),Shannon Messenger,Flashback   (Keeper,English,400,TRUE
Anatomy Coloring Book,Stephanie McCann,Coloring   Anatomy,English,0,TRUE
Baby Touch and Feel I Love You,DK,Touch   Baby,English,0,TRUE
Where the Sidewalk Ends Special Edition with 12 Extra Poems: Poems and Drawings,Shel Silverstein,Drawings   Sidewalk,English,264,TRUE
The Giver Quartet boxed set,Lois Lowry,Quartet   Giver,English,156,TRUE
Way of the Warrior Kid: From Wimpy to Warrior the Navy SEAL Way: A Novel (Way of the Warrior Kid   1),Jocko Willink,Warrior   Warrior,English,728,FALSE
Paint by Sticker: Travel: Re-create 12 Vintage Posters One Sticker at a Time!,Workman Publishing,Re-create   Sticker:,English,15,TRUE
Tacky the Penguin,Helen Lester,Penguin   Tacky,English,80,TRUE
Harry Potter and the Deathly Hallows   Book 7,J.K. Rowling,Hallows     Deathly,English,135,TRUE
The Backyard Bug Book for Kids: Storybook   Insect Facts   and Activities,Lauren Davidson,Activities   Storybook  ,English,81,TRUE
Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,(Diary   Double,English,80,TRUE
Kindness is my Superpower: A children's Book About Empathy   Kindness and Compassion,Alicia Ortego,Superpower:   children's,English,0,TRUE
God Gave Us Heaven,Lisa T. Bergren,Heaven   Gave,English,87,TRUE
Dog Days (Diary of a Wimpy Kid #4) (Volume 4),Jeff Kinney,(Volume   (Diary,English,680,FALSE
First 100 Stickers: Animals: Over 500 Stickers,Roger Priddy,Stickers:   Animals:,English,30,TRUE
A Little SPOT Takes Action! Box Set (8 Books: Kindness   Responsibility   Patience   Respect   Honesty   Organization   Diversity   & Safety),Diane Alber,Responsibility     Organization  ,English,30,TRUE
Goofy Mad Libs,Roger Price,Goofy   Libs,English,592,TRUE
Baby's First Bible Stories,Cottage Door Press,Stories   Baby's,English,36,TRUE
Brain Quest Workbook: Grade 5,Bridget Heos,Workbook:   Brain,English,110,TRUE
Inside Your Outside: All About the Human Body (Cat in the Hat's Learning Library),Tish Rabe,Library)   Outside:,English,304,TRUE
Crooked Kingdom: A Sequel to Six of Crows (Six of Crows   2),Leigh Bardugo,Kingdom:   Crooked,English,144,TRUE
Tear Soup: A Recipe for Healing After Loss,Pat Schwiebert,Healing   Recipe,English,320,TRUE
Sofia Valdez   Future Prez (The Questioneers),Andrea Beaty,Questioneers)   Valdez  ,English,425,TRUE
Will You Be My Friend? (Guess How Much I Love You),Sam McBratney,Friend?   (Guess,English,264,TRUE
Cursive Handwriting Workbook for Kids: 3-in-1 Writing Practice Book to Master Letters   Words & Sentences,Scholdeners,Handwriting   Sentences,English,728,FALSE
Ghosts,Raina Telgemeier,Ghosts,English,512,TRUE
National Geographic Readers: Martin Luther King   Jr. (Readers Bios),Kitson Jazynka,Geographic   National,English,150,TRUE
School Zone - Reading Flash Card 4-Pack - Ages 4 and Up   Short and Long Vowel Sounds   Combination Sounds   Rhyming   and More (Flash Card 4-pk),School Zone,Combination   Rhyming  ,English,355,TRUE
Let's Talk About Body Boundaries   Consent and Respect: Teach children about body ownership   respect   feelings   choices and recognizing bullying behaviors,Jayneen Sanders,recognizing   Boundaries  ,English,264,TRUE
Bob Books: First Stories,Lynn Maslen Kertell,Stories   Books:,English,300,TRUE
Every Little Thing: Based on the song 'Three Little Birds' by Bob Marley (Preschool Music Books   Children Song Books   Reggae for Kids),Cedella Marley,(Preschool   Children,English,201,TRUE
The Never Girls Collection #2 (Disney: The Never Girls): Books 5-8,Kiki Thorpe,Collection   (Disney:,English,426,TRUE
Legend of the Star Runner: A Timmi Tobbson Adventure Book for Boys and Girls (Solve-Them-Yourself Mysteries for Kids 8-12),J. I. Wagner,(Solve-Them-Yourself   Adventure,English,496,TRUE
Antiracist Baby Picture Book,Ibram X. Kendi,Antiracist   Picture,English,0,TRUE
Mikey and the Dragons Empowering Kids to Overcome Their Fears this Holiday Season!,Jocko Willink,Empowering   Overcome,English,40,TRUE
Hands Are Not for Hitting (Board Book) (Best Behavior Series),Martine Agassi Ph.D.,Behavior   Hitting,English,47,TRUE
Play It! Children's Songs: A Superfast Way to Learn Awesome Songs on Your Piano or Keyboard,Jennifer Kemmeter,Children's   Superfast,English,155,TRUE
Howl's Moving Castle,Diana Wynne Jones,Castle   Howl's,English,696,FALSE
Every Night Is Pizza Night,J. Kenji López-Alt,Night   Every,English,222,TRUE
The Mysteries of the Universe: Discover the best-kept secrets of space,Will Gater,best-kept   Mysteries,English,252,TRUE
The Everything Kids' Science Experiments Book: Boil Ice   Float Water   Measure Gravity-Challenge the World Around You!,Tom Robinson,Gravity-Challenge   Experiments,English,630,TRUE
Good Night   Gorilla,Peggy Rathmann,Gorilla   Night  ,English,75,TRUE
Awesome Jokes That Every 6 Year Old Should Know!: Bucketloads of rib ticklers   tongue twisters and side splitters,Mat Waugh,Bucketloads   ticklers  ,English,270,TRUE
First 101 Words: A Highlights Hide-and-Seek Book with Flaps,Highlights Learning,Hide-and-Seek   Highlights,English,0,TRUE
Cat's Cradle Book Kit-,$9.95 ,Cradle   Cat's,English,552,TRUE
The Dangerous Book for Boys,Conn Iggulden,Dangerous   Book,English,304,TRUE
Fablehaven Complete Set (Boxed Set): Fablehaven; Rise of the Evening Star; Grip of the Shadow Plague; Secrets of the Dragon Sanctuary; Keys to the Demon Prison,Brandon Mull,Fablehaven;   Fablehaven,English,192,TRUE
8 Little Planets: A Solar System Book for Kids with Unique Planet Cutouts,Chris Ferrie,Planets:   Cutouts,English,37,TRUE
National Geographic Kids Almanac 2021   U.S. Edition (National Geographic Almanacs),National Geographic Kids,Geographic   Geographic,English,96,TRUE
The Miraculous Journey of Edward Tulane,Kate DiCamillo,Miraculous   Journey,English,455,TRUE
A Twisted Tale Collection: A Boxed Set,Liz Braswell,Collection:   Twisted,English,504,TRUE
Jumbo Book of Amazing Mazes (Highlights™ Jumbo Books & Pads),Highlights,(Highlights™   Amazing,English,300,TRUE
Listening to My Body: A guide to helping kids understand the connection between their sensations (what the heck are those?) and feelings so that they can get better at figuring out what they need.,Gabi Garcia,sensations   understand,English,224,TRUE
Mother Goose Treasury: A Beautiful Collection of Favorite Nursery Rhymes (Hardcover Storybook Treasury),Parragon Books,(Hardcover   Collection,English,24,TRUE
How to Train Your Dragon: The Complete Series: Paperback Gift Set,Cressida Cowell,Paperback   Complete,English,600,TRUE
On the Edge of the Dark Sea of Darkness (The Wingfeather Saga),Andrew Peterson,Wingfeather   Darkness,English,280,TRUE
Grandma Wishes: Children's Board Book (Love You Always),Julia Lobo,Children's   Grandma,English,0,TRUE
The Land of Stories Complete Paperback Gift Set,Chris Colfer,Paperback   Complete,English,424,TRUE
Ninja Life Hacks Leadership 8 Book Box Set (Books 17-24: Focused   Calm   Brave   Compassionate   Masked   Inclusive   Grateful   Hangry),Mary Nhin,Compassionate     Leadership,English,47,TRUE
Tuck Everlasting,Natalie Babbit,Everlasting   Tuck,English,500,TRUE
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,Aristotle   Discover,English,624,TRUE
Spectrum 5th Grade Math Workbook—Multiplication and Division   Decimals   Fractions   Early Algebra Practice With Examples   Tests   Answer Key for Homeschool or Classroom (160 pgs),Spectrum,Workbook—Multiplication   Fractions  ,English,500,TRUE
Marvel Super Heroes Spider-man   Avengers   Guardians   and More! - Me Reader Electronic Reader with 8 Book Library – Great Alternative to Toys for Christmas - PI Kids,Brian Houlihan,Alternative   Spider-man  ,English,60,TRUE
Last Stop on Market Street,Matt de la Peña,Street   Market,English,9,TRUE
Catching Fire: The Hunger Games   Book 2,Suzanne Collins,Catching   Hunger,English,588,TRUE
The Good Egg,Jory John,Good   The,English,232,TRUE
Who Was Martin Luther King   Jr.?: A Who Was? Board Book (Who Was? Board Books),Lisbeth Kaiser,Books)   Martin,English,152,TRUE
Timelines of Everything (Dk Smithsonian),DK,Smithsonian)   Everything,English,440,TRUE
School Zone - Bilingual Spanish/English Flash Cards 4 Pack - Ages 4+   Preschool to Kindergarten   ESL   Language Immersion   ABCs   Sight Words   and More (English and Spanish Edition) (Flash Card 4-pk),School Zone,Spanish/English   Kindergarten  ,Spanish,154,TRUE
Baby University ABC's Board Book Set: A Scientific Alphabet Board Book Set for Babies and Toddlers (Science Gifts for Kids) (Baby University Board Book Sets),Chris Ferrie,University   University,English,0,TRUE
Little Women (Puffin in Bloom),Louisa May Alcott,(Puffin   Little,English,756,FALSE
How to Tie Your Shoes,Cottage Door Press,Shoes   Your,English,81,TRUE
The Bad Seed,Jory John,Seed   The,English,56,TRUE
Go   Dog Go (I Can Read It All By Myself   Beginner Books),P.D. Eastman,Beginner   Myself  ,English,6,TRUE
Mighty   Mighty Construction Site (Easy Reader Books   Preschool Prep Books   Toddler Truck Book),Sherri Duskey Rinker,Construction   Preschool,English,237,TRUE
A Tale of Witchcraft... (A Tale of Magic...   2),Chris Colfer,Witchcraft...   Magic...  ,English,736,FALSE
Harry Potter And The Prisoner Of Azkaban,J.K. Rowling,Prisoner   Azkaban,English,18,TRUE
I'm a Big Sister,Joanna Cole,Sister   I'm,English,36,TRUE
The Unofficial Harry Potter Spellbook: Wizard Training: Black and White Version,Michael Gonzalez,Spellbook:   Unofficial,English,360,TRUE
Kid Chef Bakes: The Kids Cookbook for Aspiring Bakers,Lisa Huff,Aspiring   Cookbook,English,248,TRUE
Louis,Tom Lichtenheld,Louis,English,388,TRUE
The Bad Guys in Alien vs Bad Guys (The Bad Guys #6) (6),Aaron Blabey,Alien   Guys,English,525,TRUE
Fry Bread: A Native American Family Story,Kevin Noble Maillard,American   Bread:,English,57,TRUE
Roll of Thunder   Hear My Cry,Mildred D. Taylor,Thunder     Roll,English,440,TRUE
Tangerine,Edward Bloor,Tangerine,English,960,FALSE
Into the Pit (Five Nights at Freddy’s: Fazbear Frights #1),Scott Cawthon,Freddy’s:   Fazbear,English,0,TRUE
If You Come to Earth,Sophie Blackall,Earth   Come,English,335,TRUE
Carson Dellosa Basic Sight Words Flash Cards—Double-Sided   Grades 1-3 Dolch and Fry Words With Sentence Context   Reading Comprehension Practice Set (102 pc),Carson-Dellosa Publishing,Cards—Double-Sided     Comprehension,English,48,TRUE
Learn to Read: Sight Words Storybook: 25 Simple Stories & Activities for Beginner Readers,Kimberly Ann Kiedrowski,Activities   Storybook:,English,18,TRUE
Trapped in a Video Game: The Invisible Invasion (Volume 2),Dustin Brady,Invisible   Invasion,English,696,FALSE
Five-minute Stories: Over 50 Tales and Fables,Cottage Door Press,Five-minute   Stories:,English,243,TRUE
The Story Of Ruby Bridges: Special Anniversary Edition,Robert Coles,Anniversary   Bridges:,English,156,TRUE
Number Tracing book for Preschoolers: Preschool Numbers Tracing Math Practice Workbook: Math Activity Book for Pre K   Kindergarten and Kids Ages 3-5 (Pre K Workbooks),Sujatha Lalgudi,Preschoolers:   Kindergarten,English,0,TRUE
My Favorite Berenstain Bears Stories: Learning to Read Box Set (I Can Read Level 1),Stan Berenstain,Berenstain   Favorite,English,16,TRUE
The War That Saved My Life,Kimberly Brubaker Bradley,Saved   That,English,9,TRUE
Beyond the Bright Sea,Lauren Wolk,Bright   Beyond,English,350,TRUE
How Do Dinosaurs Say Goodnight?,Jane Yolen,Goodnight?   Dinosaurs,English,108,TRUE
My Little Library: Bible Stories (12 Board Books & 3 Downloadable Apps!),Little Grasshopper Books,Downloadable   Library:,English,0,TRUE
Harry Potter And The Goblet Of Fire,J.K. Rowling,Goblet   Potter,English,765,FALSE
Preschool Math Workbook: Number Tracing   Addition and Subtraction math workbook for toddlers ages 2-4 and pre k,Sujatha Lalgudi,Subtraction   Preschool,English,174,TRUE
Biscuit's Neighborhood: 5 Fun-Filled Stories in 1 Box! (My First I Can Read),Alyssa Satin Capucilli,Neighborhood:   Fun-Filled,English,276,TRUE
The Way Things Work Now,David Macaulay,Things   Work,English,1164,FALSE
The Proudest Blue: A Story of Hijab and Family,Ibtihaj Muhammad,Proudest   Family,English,120,TRUE
Paper Crafts for Kids: 25 Cut-Out Activities for Kids Ages 4-8,Stefania Luca,Activities   Cut-Out,English,376,TRUE
Magic Tree House Boxed Set   Books 13-16: Vacation Under the Volcano   Day of the Dragon King   Viking Ships at Sunrise   and Hour of the Olympics,Mary Pope Osborne,Olympics   Vacation,English,415,TRUE
One Love (Music Books for Children   African American Baby Books   Bob Marley Book for Kids),Cedella Marley,Children     American,English,69,TRUE
The Last Kids on Earth: June's Wild Flight,Max Brallier,Flight   Earth:,English,456,TRUE
Backpack Explorer: On the Nature Trail: What Will You Find?,Editors of Storey Publishing,Explorer:   Backpack,English,48,TRUE
The Last Kids on Earth,Max Brallier,Earth   Last,English,128,TRUE
The Fantastic Flatulent Fart Brothers' Big Book of Farty Facts: An Illustrated Guide to the Science   History   and Art of Farting (Humorous reference ... Fart Brothers’ Fun Facts) (Volume 1),M.D. Whalen,Brothers’   Illustrated,English,260,TRUE
Richard Scarry's Cars and Trucks and Things That Go,Richard Scarry,Scarry's   Richard,English,99,TRUE
